0562526D
LATEST_ANNOUNCEMENT_DT
4/16/1996
7/16/1996
10/22/1996
1/21/1997
4/22/1997
7/21/1997
10/24/1997
1/20/1998
4/21/1998
7/20/1998
10/26/1998
1/20/1999
4/19/1999
7/20/1999
10/25/1999
1/24/2000
4/24/2000
7/24/2000
10/30/2000
1/22/2001
4/23/2001
7/23/2001
10/29/2001
1/22/2002
4/22/2002
7/22/2002
10/28/2002
1/20/2003
4/21/2003
7/21/2003
10/27/2003
1/20/2004
4/19/2004
7/19/2004
10/27/2004
1/24/2005
4/19/2005
7/19/2005
11/1/2005
1/24/2006
4/25/2006
7/25/2006
10/31/2006
1/23/2007
4/24/2007
