1013516Q
LATEST_ANNOUNCEMENT_DT
5/9/1996
8/9/1996
11/14/1996
3/18/1997
5/6/1997
8/5/1997
10/28/1997
3/6/1998
5/6/1998
8/5/1998
11/11/1998
3/4/1999
5/12/1999
7/1/1999
11/10/1999
2/23/2000
5/8/2000
8/8/2000
11/13/2000
2/26/2001
5/14/2001
8/9/2001
11/7/2001
2/21/2002
5/13/2002
8/13/2002
11/5/2002
2/26/2003
5/8/2003
8/4/2003
11/4/2003
2/23/2004
5/3/2004
8/3/2004
11/3/2004
2/22/2005
5/4/2005
8/8/2005
