1280712D
LATEST_ANNOUNCEMENT_DT
4/16/1996
7/22/1996
10/14/1996
1/20/1997
4/14/1997
7/21/1997
10/13/1997
1/19/1998
4/20/1998
7/16/1998
10/12/1998
1/19/1999
4/12/1999
7/19/1999
10/11/1999
1/18/2000
4/17/2000
7/17/2000
10/16/2000
1/16/2001
4/23/2001
7/16/2001
10/15/2001
1/22/2002
4/15/2002
7/22/2002
10/15/2002
1/28/2003
4/14/2003
7/21/2003
10/14/2003
1/26/2004
4/12/2004
7/12/2004
10/13/2004
1/27/2005
4/18/2005
7/19/2005
10/17/2005
1/25/2006
4/19/2006
7/19/2006
10/17/2006
1/24/2007
4/18/2007
7/16/2007
10/23/2007
1/30/2008
4/21/2008
7/14/2008
10/15/2008
2/4/2009
4/22/2009
7/13/2009
10/21/2009
2/3/2010
4/21/2010
7/12/2010
10/26/2010
1/31/2011
4/27/2011
7/11/2011
10/26/2011
2/2/2012
4/18/2012
