0948669D
LATEST_ANNOUNCEMENT_DT
3/28/1996
6/13/1996
9/12/1996
12/12/1996
3/27/1997
6/19/1997
9/18/1997
12/18/1997
3/26/1998
6/18/1998
9/17/1998
12/17/1998
3/25/1999
6/17/1999
9/16/1999
12/16/1999
3/28/2000
6/20/2000
9/20/2000
12/19/2000
3/27/2001
6/19/2001
9/20/2001
12/18/2001
3/27/2002
6/27/2002
9/26/2002
12/23/2002
4/3/2003
6/24/2003
9/25/2003
12/23/2003
3/31/2004
6/29/2004
9/29/2004
12/23/2004
4/5/2005
6/30/2005
9/29/2005
12/22/2005
4/6/2006
6/29/2006
9/28/2006
12/21/2006
4/17/2007
6/21/2007
9/20/2007
12/20/2007
4/17/2008
6/25/2008
9/26/2008
12/23/2008
4/28/2009
6/24/2009
9/24/2009
12/23/2009
4/22/2010
6/30/2010
9/29/2010
12/22/2010
4/28/2011
6/29/2011
9/27/2011
12/22/2011
4/26/2012
6/28/2012
9/28/2012
12/20/2012
5/9/2013
7/10/2013
10/9/2013
1/8/2014
6/2/2014
7/14/2014
10/10/2014
1/9/2015
5/15/2015
7/10/2015
10/9/2015
1/8/2016
