3592185Q
LATEST_ANNOUNCEMENT_DT
5/16/1996
8/14/1996
11/14/1996
5/15/1997
5/15/1997
8/15/1997
12/2/1997
7/7/1998
8/14/1998
11/12/1998
3/8/1999
4/21/1999
7/21/1999
10/21/1999
2/1/2000
4/20/2000
7/25/2000
10/23/2000
2/14/2001
4/24/2001
7/25/2001
10/23/2001
2/7/2002
4/30/2002
8/12/2002
10/31/2002
2/25/2003
4/30/2003
7/30/2003
10/29/2003
2/26/2004
4/28/2004
8/3/2004
10/27/2004
2/24/2005
5/9/2005
7/27/2005
11/1/2005
3/22/2006
