0623514D
LATEST_ANNOUNCEMENT_DT
5/15/2001
8/7/2001
11/6/2001
2/22/2002
4/30/2002
7/30/2002
10/29/2002
2/20/2003
4/28/2003
7/29/2003
11/3/2003
2/19/2004
4/28/2004
7/26/2004
10/28/2004
2/21/2005
4/27/2005
7/28/2005
10/27/2005
2/21/2006
4/27/2006
7/27/2006
10/25/2006
2/28/2007
8/10/2007
11/6/2007
5/5/2008
8/4/2008
11/4/2008
2/26/2009
5/7/2009
7/31/2009
11/3/2009
2/25/2010
5/5/2010
8/5/2010
11/9/2010
2/25/2011
5/4/2011
8/2/2011
11/2/2011
3/2/2012
5/9/2012
8/1/2012
11/7/2012
2/26/2013
5/13/2013
8/9/2013
11/4/2013
5/8/2014
8/7/2014
11/6/2014
2/24/2015
5/5/2015
