0700610D
LATEST_ANNOUNCEMENT_DT
5/3/1996
7/22/1996
10/24/1996
1/29/1997
4/23/1997
8/14/1997
10/21/1997
2/5/1998
5/15/1998
8/14/1998
11/16/1998
2/22/1999
4/27/1999
7/26/1999
10/26/1999
2/27/2000
5/4/2000
8/2/2000
11/9/2000
2/27/2001
5/3/2001
8/8/2001
11/7/2001
2/12/2002
5/7/2002
8/6/2002
11/5/2002
2/4/2003
4/29/2003
7/29/2003
10/28/2003
2/3/2004
4/27/2004
8/3/2004
11/3/2004
3/1/2005
4/26/2005
7/26/2005
11/1/2005
2/17/2006
5/9/2006
8/8/2006
11/8/2006
