2050Q
LATEST_ANNOUNCEMENT_DT
5/8/1996
7/16/1996
10/17/1996
2/26/1997
4/29/1997
7/29/1997
5/17/2010
8/6/2010
11/15/2010
3/21/2011
5/16/2011
8/15/2011
11/14/2011
3/16/2012
5/15/2012
8/10/2012
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
1/10/2016
