0544801D
LATEST_ANNOUNCEMENT_DT
5/14/1996
9/26/1996
11/12/1996
2/11/1997
5/13/1997
9/25/1997
11/12/1997
2/10/1998
5/7/1998
9/10/1998
10/29/1998
1/29/1999
4/29/1999
9/8/1999
11/4/1999
2/1/2000
5/4/2000
9/7/2000
11/8/2000
2/6/2001
5/10/2001
9/11/2001
11/8/2001
2/5/2002
5/7/2002
9/6/2002
11/11/2002
2/5/2003
5/13/2003
9/4/2003
11/6/2003
2/10/2004
5/11/2004
9/8/2004
11/10/2004
2/9/2005
5/12/2005
9/30/2005
11/10/2005
2/9/2006
5/11/2006
10/16/2006
11/14/2006
2/13/2007
5/15/2007
10/9/2007
11/14/2007
2/13/2008
5/15/2008
9/26/2008
11/14/2008
