2969Q
LATEST_ANNOUNCEMENT_DT
11/12/1996
3/4/1997
5/12/1997
8/13/1997
11/12/1997
3/10/1998
5/12/1998
8/12/1998
11/9/1998
3/9/1999
5/11/1999
8/10/1999
