3004Q
LATEST_ANNOUNCEMENT_DT
5/1/1996
7/31/1996
10/24/1996
1/23/1997
4/30/1997
8/4/1997
10/23/1997
1/22/1998
4/21/1998
8/3/1998
10/22/1998
2/3/1999
4/20/1999
10/26/1999
1/25/2000
4/17/2000
