753393Q
LATEST_ANNOUNCEMENT_DT
5/15/1996
8/13/1996
11/11/1996
3/6/1997
5/13/1997
8/7/1997
11/12/1997
3/5/1998
5/12/1998
8/11/1998
11/9/1998
2/25/1999
5/11/1999
8/10/1999
11/9/1999
2/23/2000
5/8/2000
8/10/2000
11/8/2000
2/22/2001
5/8/2001
8/8/2001
11/7/2001
2/27/2002
5/9/2002
8/5/2002
11/12/2002
2/20/2003
5/8/2003
8/7/2003
11/6/2003
2/18/2004
5/5/2004
