2946Q
LATEST_ANNOUNCEMENT_DT
4/25/1996
7/23/1996
10/24/1996
2/20/1997
4/22/1997
7/22/1997
10/22/1997
1/27/1998
4/21/1998
7/22/1998
10/26/1998
2/3/1999
4/22/1999
7/19/1999
11/15/1999
3/30/2000
5/15/2000
8/14/2000
11/14/2000
6/5/2001
8/9/2001
11/14/2001
8/9/2002
9/20/2002
10/28/2002
11/15/2002
4/14/2003
5/15/2003
8/14/2003
11/14/2003
4/2/2004
5/20/2004
8/16/2004
11/15/2004
4/8/2005
5/20/2005
8/10/2005
11/21/2005
4/17/2006
5/24/2006
8/14/2006
11/14/2006
4/2/2007
5/15/2007
