2612Q
LATEST_ANNOUNCEMENT_DT
3/19/1996
6/25/1996
9/24/1996
1/21/1997
3/25/1997
6/26/1997
9/23/1997
1/20/1998
3/24/1998
6/30/1998
9/28/1998
1/19/1999
6/22/1999
