1068347D
LATEST_ANNOUNCEMENT_DT
7/29/1996
10/24/1996
2/11/1997
5/28/1997
8/8/1997
11/10/1997
2/4/1998
6/2/1998
8/5/1998
11/4/1998
2/3/1999
6/1/1999
8/12/1999
11/12/1999
2/11/2000
5/25/2000
8/14/2000
11/13/2000
2/12/2001
6/6/2001
8/9/2001
11/8/2001
2/8/2002
6/4/2002
8/1/2002
10/31/2002
1/30/2003
6/5/2003
8/7/2003
11/10/2003
2/5/2004
6/3/2004
8/5/2004
11/9/2004
2/9/2005
6/3/2005
8/4/2005
10/28/2005
1/26/2006
6/8/2006
8/2/2006
10/26/2006
1/30/2007
5/24/2007
8/2/2007
