0618828D
LATEST_ANNOUNCEMENT_DT
7/29/1998
10/21/1998
2/22/1999
4/27/1999
7/21/1999
10/21/1999
2/17/2000
4/27/2000
7/20/2000
10/19/2000
2/15/2001
4/19/2001
7/19/2001
10/18/2001
2/13/2002
4/22/2002
7/18/2002
10/22/2002
2/13/2003
4/24/2003
7/24/2003
10/23/2003
2/12/2004
4/21/2004
7/22/2004
10/26/2004
2/10/2005
4/26/2005
7/26/2005
10/26/2005
2/13/2006
4/26/2006
7/26/2006
10/26/2006
2/15/2007
4/30/2007
7/26/2007
10/25/2007
2/14/2008
4/25/2008
