2268398Q
LATEST_ANNOUNCEMENT_DT
10/21/1997
1/21/1998
4/22/1998
7/22/1998
10/20/1998
1/20/1999
4/21/1999
7/15/1999
10/19/1999
1/20/2000
4/19/2000
7/19/2000
10/18/2000
1/25/2001
4/18/2001
7/19/2001
10/15/2001
1/18/2002
4/12/2002
7/15/2002
10/14/2002
1/17/2003
4/15/2003
7/15/2003
10/16/2003
1/20/2004
4/14/2004
7/15/2004
10/21/2004
2/1/2005
4/27/2005
