698214Q
LATEST_ANNOUNCEMENT_DT
4/11/1996
7/11/1996
10/18/1996
2/20/1997
4/17/1997
7/21/1997
10/16/1997
2/19/1998
4/16/1998
7/17/1998
10/23/1998
2/11/1999
4/20/1999
7/19/1999
10/14/1999
2/14/2000
4/20/2000
7/20/2000
10/16/2000
2/22/2001
4/25/2001
7/25/2001
10/23/2001
2/21/2002
4/18/2002
7/18/2002
10/18/2002
1/30/2003
4/17/2003
7/21/2003
10/20/2003
1/30/2004
4/29/2004
7/22/2004
10/22/2004
1/28/2005
4/29/2005
7/21/2005
