1267422D
LATEST_ANNOUNCEMENT_DT
4/25/1996
7/25/1996
10/31/1996
2/3/1997
4/30/1997
8/4/1997
11/3/1997
2/2/1998
4/27/1998
7/27/1998
10/26/1998
2/4/1999
4/26/1999
7/26/1999
10/25/1999
2/1/2000
4/24/2000
7/24/2000
11/15/2000
