ticker,date
CHKP,2011-01-31 00:00:00
CHKP,2011-04-14 00:00:00
CHKP,2011-07-18 00:00:00
CHKP,2011-10-18 00:00:00
CHKP,2012-01-17 00:00:00
CHKP,2012-04-23 00:00:00
CHKP,2017-04-19 00:00:00
CHKP,2017-07-25 00:00:00
CHRW,2006-02-07 00:00:00
CHRW,2006-04-25 00:00:00
CHRW,2006-07-25 00:00:00
CHRW,2006-10-24 00:00:00
CHRW,2007-01-30 00:00:00
CHRW,2007-04-24 00:00:00
CHRW,2007-07-24 00:00:00
CHRW,2017-07-25 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-02-26 00:00:00
CHTR,2010-05-06 00:00:00
CHTR,2010-08-04 00:00:00
CHTR,2011-03-01 00:00:00
CHTR,2011-05-03 00:00:00
CHTR,2017-04-27 00:00:00
CHTR,2017-08-08 00:00:00
CMCSA,2009-11-04 00:00:00
CMCSA,2010-04-28 00:00:00
CMCSA,2017-07-26 00:00:00
CMVT,2010-10-04 00:00:00
CMVT,2010-10-04 00:00:00
CMVT,2010-10-04 00:00:00
CMVT,2010-10-04 00:00:00
CMVT,2010-10-04 00:00:00
CMVT,2011-01-25 00:00:00
CMVT,2011-01-25 00:00:00
CMVT,2011-01-25 00:00:00
CMVT,2011-01-25 00:00:00
CMVT,2011-07-28 00:00:00
CMVT,2011-07-28 00:00:00
CMVT,2011-07-28 00:00:00
CMVT,2011-05-31 00:00:00
CMVT,2011-06-22 00:00:00
CMVT,2011-09-08 00:00:00
CMVT,2011-12-09 00:00:00
CMVT,2012-04-02 00:00:00
CMVT,2012-06-07 00:00:00
CMVT,2012-09-07 00:00:00
CMVT,2012-12-14 00:00:00
COST,2010-10-06 00:00:00
COST,2017-10-05 00:00:00
CTAS,2006-03-16 00:00:00
CTAS,2006-07-13 00:00:00
CTAS,2006-09-20 00:00:00
CTAS,2006-12-19 00:00:00
CTAS,2017-03-28 00:00:00
CTAS,2017-07-18 00:00:00
CTRP,2008-05-14 00:00:00
CTRP,2008-11-17 00:00:00
CTRP,2010-11-02 00:00:00
CTRP,2011-11-13 00:00:00
CTRP,2017-08-30 00:00:00
CTSH,2007-11-09 00:00:00
CTSH,2008-07-31 00:00:00
CTSH,2017-08-04 00:00:00
CTXS,2007-09-07 00:00:00
CTXS,2007-09-07 00:00:00
CTXS,2017-04-19 00:00:00
CTXS,2017-07-25 00:00:00
CSCO,2010-08-11 00:00:00
CSCO,2010-11-10 00:00:00
CSCO,2017-08-16 00:00:00
DISCA,2008-05-08 00:00:00
DISCA,2008-08-11 00:00:00
DISCA,2008-11-07 00:00:00
DISCA,2009-02-25 00:00:00
DISCA,2009-05-04 00:00:00
DISCA,2009-08-04 00:00:00
DISCA,2009-11-03 00:00:00
DISCA,2010-04-30 00:00:00
DISCA,2010-08-03 00:00:00
DISCA,2010-11-02 00:00:00
DISCA,2017-05-04 00:00:00
DISCA,2017-08-08 00:00:00
DISH,2007-05-10 00:00:00
DISH,2007-11-09 00:00:00
DISH,2008-05-12 00:00:00
DISH,2009-08-10 00:00:00
DISH,2009-11-09 00:00:00
DISH,2017-04-19 00:00:00
DISH,2017-07-20 00:00:00
DLTR,2006-02-22 00:00:00
DLTR,2006-05-24 00:00:00
DLTR,2006-08-23 00:00:00
DLTR,2006-11-21 00:00:00
DLTR,2007-02-28 00:00:00
DLTR,2007-05-30 00:00:00
DLTR,2007-08-29 00:00:00
DLTR,2009-05-27 00:00:00
DLTR,2010-02-24 00:00:00
DLTR,2010-05-20 00:00:00
DLTR,2010-08-19 00:00:00
DLTR,2010-11-18 00:00:00
DLTR,2011-02-23 00:00:00
DLTR,2011-05-19 00:00:00
DLTR,2017-08-24 00:00:00
EBAY,2010-10-20 00:00:00
EBAY,2017-04-25 00:00:00
EBAY,2017-07-19 00:00:00
ERIC,2017-07-18 00:00:00
EA,2017-08-01 00:00:00
EQIX,2006-02-08 00:00:00
EQIX,2006-04-26 00:00:00
EQIX,2006-08-14 00:00:00
EQIX,2006-10-25 00:00:00
EQIX,2007-02-07 00:00:00
EQIX,2007-04-26 00:00:00
EQIX,2017-05-03 00:00:00
EQIX,2017-08-02 00:00:00
ESRX,2006-02-22 00:00:00
ESRX,2006-04-26 00:00:00
ESRX,2006-07-26 00:00:00
ESRX,2006-10-24 00:00:00
ESRX,2007-02-08 00:00:00
ESRX,2007-04-23 00:00:00
ESRX,2007-07-25 00:00:00
ESRX,2008-07-30 00:00:00
ESRX,2011-07-21 00:00:00
ESRX,2014-02-20 00:00:00
ESRX,2017-07-24 00:00:00
EXPD,2006-02-14 00:00:00
EXPD,2006-05-03 00:00:00
EXPD,2006-08-01 00:00:00
EXPD,2006-11-07 00:00:00
EXPD,2007-02-13 00:00:00
EXPD,2007-05-02 00:00:00
EXPD,2007-08-07 00:00:00
EXPD,2007-11-06 00:00:00
EXPD,2008-02-12 00:00:00
EXPD,2008-05-07 00:00:00
EXPD,2008-08-05 00:00:00
EXPD,2008-11-04 00:00:00
EXPD,2009-02-10 00:00:00
EXPD,2009-05-06 00:00:00
EXPD,2009-08-04 00:00:00
EXPD,2009-11-03 00:00:00
EXPD,2010-02-23 00:00:00
EXPD,2010-05-05 00:00:00
EXPD,2010-08-02 00:00:00
EXPD,2010-11-02 00:00:00
EXPD,2011-02-22 00:00:00
EXPD,2011-05-04 00:00:00
EXPD,2011-08-02 00:00:00
EXPD,2011-11-01 00:00:00
EXPD,2012-02-21 00:00:00
EXPD,2012-05-02 00:00:00
EXPD,2012-08-07 00:00:00
EXPD,2012-11-06 00:00:00
EXPD,2013-02-26 00:00:00
EXPD,2013-05-01 00:00:00
EXPD,2013-08-06 00:00:00
EXPD,2013-11-05 00:00:00
EXPD,2014-02-25 00:00:00
EXPD,2014-05-07 00:00:00
EXPD,2014-08-05 00:00:00
EXPD,2014-11-04 00:00:00
EXPD,2015-02-24 00:00:00
EXPD,2015-05-06 00:00:00
EXPD,2015-08-04 00:00:00
EXPD,2015-11-03 00:00:00
EXPD,2016-02-23 00:00:00
EXPD,2016-05-03 00:00:00
EXPD,2016-08-02 00:00:00
EXPD,2016-11-08 00:00:00
EXPD,2017-02-28 00:00:00
EXPD,2017-05-02 00:00:00
EXPD,2017-08-01 00:00:00
EXPE,2007-08-02 00:00:00
EXPE,2010-02-11 00:00:00
EXPE,2017-07-27 00:00:00
FAST,2006-01-20 00:00:00
FAST,2006-04-12 00:00:00
FAST,2006-07-12 00:00:00
FAST,2006-10-11 00:00:00
FAST,2007-01-19 00:00:00
FAST,2007-04-12 00:00:00
FAST,2007-07-12 00:00:00
FAST,2017-07-11 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-02-01 00:00:00
FB,2012-04-23 00:00:00
FB,2017-04-26 00:00:00
FB,2017-07-26 00:00:00
FFIV,2006-01-19 00:00:00
FFIV,2006-04-20 00:00:00
FFIV,2006-07-20 00:00:00
FFIV,2006-11-08 00:00:00
FFIV,2009-07-22 00:00:00
FFIV,2009-10-21 00:00:00
FFIV,2010-04-21 00:00:00
FFIV,2010-07-21 00:00:00
FFIV,2010-10-26 00:00:00
FFIV,2011-01-19 00:00:00
FFIV,2011-04-20 00:00:00
FFIV,2017-07-26 00:00:00
FISV,2008-07-29 00:00:00
FISV,2017-05-04 00:00:00
FISV,2017-08-01 00:00:00
FLEX,2017-07-20 00:00:00
FLIR,2006-02-08 00:00:00
FLIR,2006-04-26 00:00:00
FLIR,2006-07-19 00:00:00
FLIR,2006-10-26 00:00:00
FLIR,2007-02-08 00:00:00
FLIR,2007-04-27 00:00:00
FLIR,2007-07-25 00:00:00
FLIR,2007-10-25 00:00:00
FLIR,2010-10-21 00:00:00
FLIR,2017-07-26 00:00:00
FOSL,2006-02-21 00:00:00
FOSL,2006-05-18 00:00:00
FOSL,2006-08-15 00:00:00
FOSL,2006-11-14 00:00:00
FOSL,2007-02-20 00:00:00
FOSL,2007-08-08 00:00:00
FOSL,2007-08-14 00:00:00
FOSL,2009-05-12 00:00:00
FOSL,2009-08-11 00:00:00
FOSL,2009-11-10 00:00:00
FOSL,2010-02-16 00:00:00
FOSL,2010-05-11 00:00:00
FOSL,2010-08-10 00:00:00
FOSL,2010-11-09 00:00:00
FOSL,2011-02-15 00:00:00
FOSL,2011-05-10 00:00:00
FOSL,2017-08-08 00:00:00
FOXA,2006-02-08 00:00:00
FOXA,2006-05-10 00:00:00
FOXA,2006-08-08 00:00:00
FOXA,2006-11-08 00:00:00
FOXA,2007-02-07 00:00:00
FOXA,2007-05-09 00:00:00
FOXA,2007-08-08 00:00:00
FOXA,2007-11-07 00:00:00
FOXA,2008-02-04 00:00:00
FOXA,2008-05-07 00:00:00
FOXA,2008-08-05 00:00:00
FOXA,2008-11-05 00:00:00
FOXA,2009-02-05 00:00:00
FOXA,2009-05-06 00:00:00
FOXA,2009-08-05 00:00:00
FOXA,2009-11-04 00:00:00
FOXA,2010-02-02 00:00:00
FOXA,2010-05-04 00:00:00
FOXA,2010-08-04 00:00:00
FOXA,2010-11-03 00:00:00
FOXA,2011-02-02 00:00:00
FOXA,2011-05-04 00:00:00
FOXA,2011-08-10 00:00:00
FOXA,2011-11-02 00:00:00
FOXA,2012-02-08 00:00:00
FOXA,2012-05-09 00:00:00
FOXA,2012-08-08 00:00:00
FOXA,2012-11-06 00:00:00
FOXA,2013-02-06 00:00:00
FOXA,2013-05-08 00:00:00
FOXA,2014-11-04 00:00:00
FOXA,2015-05-06 00:00:00
FOXA,2015-08-05 00:00:00
FOXA,2017-05-03 00:00:00
FOXA,2017-08-02 00:00:00
FSLR,2007-02-13 00:00:00
FSLR,2007-05-03 00:00:00
FSLR,2007-07-31 00:00:00
FSLR,2008-07-30 00:00:00
FSLR,2011-10-26 00:00:00
FSLR,2017-04-26 00:00:00
FSLR,2017-08-02 00:00:00
FWLT,2006-03-01 00:00:00
FWLT,2006-05-10 00:00:00
FWLT,2006-08-09 00:00:00
FWLT,2006-11-08 00:00:00
FWLT,2007-02-27 00:00:00
FWLT,2007-05-09 00:00:00
FWLT,2007-11-07 00:00:00
FWLT,2009-05-06 00:00:00
FWLT,2009-08-05 00:00:00
FWLT,2010-02-25 00:00:00
FWLT,2011-02-24 00:00:00
FWLT,2011-05-03 00:00:00
FWLT,2011-08-02 00:00:00
FWLT,2011-11-02 00:00:00
FWLT,2012-02-23 00:00:00
FWLT,2012-05-01 00:00:00
FWLT,2014-02-27 00:00:00
FWLT,2014-05-07 00:00:00
FWLT,2014-08-07 00:00:00
FWLT,2014-11-03 00:00:00
GILD,2010-07-20 00:00:00
GILD,2017-04-27 00:00:00
GILD,2017-07-24 00:00:00
GMCR,2006-02-16 00:00:00
GMCR,2006-05-10 00:00:00
GMCR,2006-08-03 00:00:00
GMCR,2006-11-16 00:00:00
GMCR,2007-02-08 00:00:00
GMCR,2007-05-03 00:00:00
GMCR,2007-08-02 00:00:00
GMCR,2008-05-01 00:00:00
GMCR,2009-11-11 00:00:00
GMCR,2010-01-27 00:00:00
GMCR,2010-04-28 00:00:00
GMCR,2010-07-28 00:00:00
GMCR,2010-12-09 00:00:00
GMCR,2011-02-02 00:00:00
GMCR,2011-05-03 00:00:00
GMCR,2016-02-01 00:00:00
GOLD,2017-08-03 00:00:00
GOOGL,2006-01-31 00:00:00
GOOGL,2006-04-20 00:00:00
GOOGL,2006-07-20 00:00:00
GOOGL,2006-10-19 00:00:00
GOOGL,2007-01-31 00:00:00
GOOGL,2007-04-19 00:00:00
GOOGL,2007-07-19 00:00:00
GOOGL,2007-10-18 00:00:00
GOOGL,2008-01-31 00:00:00
GOOGL,2008-04-17 00:00:00
GOOGL,2008-07-17 00:00:00
GOOGL,2008-10-16 00:00:00
GOOGL,2009-01-22 00:00:00
GOOGL,2009-04-16 00:00:00
GOOGL,2009-07-16 00:00:00
GOOGL,2009-10-15 00:00:00
GOOGL,2010-01-21 00:00:00
GOOGL,2010-04-15 00:00:00
GOOGL,2010-07-15 00:00:00
GOOGL,2010-10-14 00:00:00
GOOGL,2011-01-20 00:00:00
GOOGL,2011-04-14 00:00:00
GOOGL,2011-07-14 00:00:00
GOOGL,2011-10-13 00:00:00
GOOGL,2012-01-19 00:00:00
GOOGL,2012-04-12 00:00:00
GOOGL,2012-07-19 00:00:00
GOOGL,2012-10-18 00:00:00
GOOGL,2013-01-22 00:00:00
GOOGL,2013-04-18 00:00:00
GOOGL,2013-07-18 00:00:00
GOOGL,2013-10-17 00:00:00
GOOGL,2014-01-30 00:00:00
GOOGL,2014-04-16 00:00:00
GOOGL,2014-07-17 00:00:00
GOOGL,2014-10-16 00:00:00
GOOGL,2015-01-29 00:00:00
GOOGL,2015-04-23 00:00:00
GOOGL,2015-07-16 00:00:00
GOOGL,2015-10-22 00:00:00
GOOGL,2016-02-01 00:00:00
GOOGL,2016-04-21 00:00:00
GOOGL,2016-07-28 00:00:00
GOOGL,2017-01-26 00:00:00
GOOGL,2017-04-20 00:00:00
GOOGL,2017-07-27 00:00:00
GRMN,2007-10-31 00:00:00
GRMN,2008-10-29 00:00:00
GRMN,2009-08-05 00:00:00
GRMN,2009-11-04 00:00:00
GRMN,2010-02-24 00:00:00
GRMN,2010-05-05 00:00:00
GRMN,2010-08-04 00:00:00
GRMN,2010-11-03 00:00:00
GRMN,2011-02-23 00:00:00
GRMN,2011-05-04 00:00:00
GRMN,2017-04-26 00:00:00
GRMN,2017-07-26 00:00:00
HOLX,2006-01-24 00:00:00
HOLX,2006-04-25 00:00:00
HOLX,2006-07-25 00:00:00
HOLX,2006-11-08 00:00:00
HOLX,2007-01-31 00:00:00
HOLX,2010-11-08 00:00:00
HOLX,2017-04-26 00:00:00
HOLX,2017-07-26 00:00:00
HSIC,2006-02-22 00:00:00
HSIC,2006-04-27 00:00:00
HSIC,2006-07-27 00:00:00
HSIC,2006-11-02 00:00:00
HSIC,2007-02-21 00:00:00
HSIC,2007-05-08 00:00:00
HSIC,2007-08-07 00:00:00
HSIC,2008-02-25 00:00:00
HSIC,2017-05-02 00:00:00
HSIC,2017-08-03 00:00:00
ILMN,2006-02-01 00:00:00
ILMN,2006-04-18 00:00:00
ILMN,2006-07-18 00:00:00
ILMN,2006-10-17 00:00:00
ILMN,2007-02-01 00:00:00
ILMN,2007-04-24 00:00:00
ILMN,2007-07-24 00:00:00
ILMN,2007-10-23 00:00:00
ILMN,2009-02-27 00:00:00
ILMN,2010-07-27 00:00:00
ILMN,2017-05-02 00:00:00
ILMN,2017-07-25 00:00:00
INFY,2017-07-21 00:00:00
INTC,2010-07-13 00:00:00
INTC,2010-10-12 00:00:00
INTC,2017-04-18 00:00:00
INTC,2017-07-27 00:00:00
INTU,2017-08-22 00:00:00
ISRG,2006-02-02 00:00:00
ISRG,2006-04-27 00:00:00
ISRG,2006-07-26 00:00:00
ISRG,2006-10-26 00:00:00
ISRG,2007-02-01 00:00:00
ISRG,2007-04-19 00:00:00
ISRG,2010-07-21 00:00:00
ISRG,2010-10-19 00:00:00
ISRG,2017-07-18 00:00:00
JBHT,2006-01-30 00:00:00
JBHT,2006-04-17 00:00:00
JBHT,2006-07-18 00:00:00
JBHT,2006-10-13 00:00:00
JBHT,2007-01-29 00:00:00
JBHT,2007-04-16 00:00:00
JBHT,2007-07-16 00:00:00
JBHT,2007-10-11 00:00:00
JBHT,2008-01-29 00:00:00
JBHT,2008-04-14 00:00:00
JBHT,2008-07-14 00:00:00
JBHT,2008-10-14 00:00:00
JBHT,2009-01-29 00:00:00
JBHT,2009-04-13 00:00:00
JBHT,2009-07-14 00:00:00
JBHT,2009-10-19 00:00:00
JBHT,2010-01-27 00:00:00
JBHT,2010-04-14 00:00:00
JBHT,2010-07-15 00:00:00
JBHT,2010-10-14 00:00:00
JBHT,2011-01-28 00:00:00
JBHT,2011-04-13 00:00:00
JBHT,2011-07-14 00:00:00
JBHT,2011-10-13 00:00:00
JBHT,2012-01-26 00:00:00
JBHT,2012-04-12 00:00:00
JBHT,2012-07-16 00:00:00
JBHT,2012-10-11 00:00:00
JBHT,2013-01-24 00:00:00
JBHT,2013-04-11 00:00:00
JBHT,2013-07-15 00:00:00
JBHT,2013-10-15 00:00:00
JBHT,2014-01-23 00:00:00
JBHT,2014-04-14 00:00:00
JBHT,2014-07-15 00:00:00
JBHT,2014-10-14 00:00:00
JBHT,2015-01-22 00:00:00
JBHT,2015-04-14 00:00:00
JBHT,2015-07-17 00:00:00
JBHT,2015-10-14 00:00:00
JBHT,2016-01-21 00:00:00
JBHT,2016-04-18 00:00:00
JBHT,2016-07-18 00:00:00
JBHT,2016-10-12 00:00:00
JBHT,2017-01-19 00:00:00
JBHT,2017-04-17 00:00:00
JBHT,2017-07-17 00:00:00
JD,2014-01-30 00:00:00
JD,2014-01-30 00:00:00
JD,2014-08-15 00:00:00
JD,2015-05-08 00:00:00
JD,2017-08-09 00:00:00
JNPR,2006-01-25 00:00:00
JNPR,2006-08-02 00:00:00
JNPR,2007-03-09 00:00:00
JNPR,2009-04-23 00:00:00
JNPR,2017-04-27 00:00:00
JNPR,2017-07-25 00:00:00
JOY,2006-03-01 00:00:00
JOY,2006-05-25 00:00:00
JOY,2006-08-31 00:00:00
JOY,2006-12-18 00:00:00
JOY,2007-02-28 00:00:00
JOY,2007-05-30 00:00:00
JOY,2007-08-29 00:00:00
JOY,2007-12-19 00:00:00
JOY,2008-03-06 00:00:00
JOY,2008-05-29 00:00:00
JOY,2009-06-03 00:00:00
JOY,2010-03-03 00:00:00
JOY,2010-06-03 00:00:00
JOY,2010-09-01 00:00:00
JOY,2010-12-15 00:00:00
JOY,2011-03-02 00:00:00
JOY,2011-06-02 00:00:00
JOY,2016-09-01 00:00:00
JOY,2016-12-14 00:00:00
JOY,2017-03-02 00:00:00
JOY,2017-06-01 00:00:00
KLAC,2006-01-26 00:00:00
KLAC,2006-11-08 00:00:00
KLAC,2008-07-31 00:00:00
KLAC,2011-01-27 00:00:00
KLAC,2015-10-22 00:00:00
KLAC,2016-01-28 00:00:00
KLAC,2016-04-26 00:00:00
KLAC,2016-07-28 00:00:00
KLAC,2017-07-27 00:00:00
LAMR,2006-02-21 00:00:00
LAMR,2006-05-09 00:00:00
LAMR,2006-08-08 00:00:00
LAMR,2006-11-08 00:00:00
LAMR,2007-02-22 00:00:00
LAMR,2007-05-10 00:00:00
LAMR,2008-05-07 00:00:00
LAMR,2009-08-06 00:00:00
LAMR,2009-11-05 00:00:00
LAMR,2010-02-25 00:00:00
LAMR,2010-05-06 00:00:00
LAMR,2010-08-05 00:00:00
LAMR,2010-11-04 00:00:00
LAMR,2011-02-23 00:00:00
LAMR,2011-05-04 00:00:00
LAMR,2017-08-08 00:00:00
LBTYA,2006-03-14 00:00:00
LBTYA,2006-05-10 00:00:00
LBTYA,2006-08-09 00:00:00
LBTYA,2006-11-08 00:00:00
LBTYA,2007-05-10 00:00:00
LBTYA,2007-11-08 00:00:00
LBTYA,2008-02-26 00:00:00
LBTYA,2009-05-05 00:00:00
LBTYA,2009-08-04 00:00:00
LBTYA,2009-11-04 00:00:00
LBTYA,2010-02-24 00:00:00
LBTYA,2010-05-06 00:00:00
LBTYA,2010-08-03 00:00:00
LBTYA,2010-11-03 00:00:00
LBTYA,2011-02-24 00:00:00
LBTYA,2011-05-04 00:00:00
LBTYA,2013-11-05 00:00:00
LBTYA,2015-05-07 00:00:00
LBTYA,2017-08-03 00:00:00
LIFE,2017-08-09 00:00:00
LLTC,2009-01-13 00:00:00
LLTC,2009-07-21 00:00:00
LLTC,2009-10-13 00:00:00
LLTC,2010-04-13 00:00:00
LLTC,2016-07-26 00:00:00
LLTC,2016-10-18 00:00:00
