955481Q
LATEST_ANNOUNCEMENT_DT
5/3/1996
7/26/1996
11/14/1996
4/1/1997
5/1/1997
7/31/1997
11/4/1997
3/20/1998
5/14/1998
8/6/1998
11/12/1998
3/17/1999
5/7/1999
8/6/1999
11/8/1999
3/30/2000
5/11/2000
8/7/2000
11/3/2000
3/15/2001
5/7/2001
8/1/2001
11/6/2001
3/19/2002
5/7/2002
7/31/2002
11/5/2002
3/24/2003
4/30/2003
7/31/2003
10/29/2003
3/5/2004
4/27/2004
7/28/2004
10/27/2004
3/7/2005
4/28/2005
8/2/2005
11/1/2005
3/8/2006
5/2/2006
