3388Q
LATEST_ANNOUNCEMENT_DT
5/10/1996
8/9/1996
11/8/1996
2/27/1997
5/1/1997
7/30/1997
11/7/1997
3/25/1998
5/8/1998
8/14/1998
11/6/1998
1/22/1999
4/23/1999
8/9/1999
11/4/1999
3/30/2000
5/12/2000
