373705Q
LATEST_ANNOUNCEMENT_DT
4/10/1996
6/20/1996
9/24/1996
12/18/1996
4/9/1997
6/19/1997
9/23/1997
12/17/1997
3/31/1998
6/19/1998
9/17/1998
12/16/1998
3/30/1999
6/17/1999
9/21/1999
12/20/1999
3/28/2000
6/15/2000
9/20/2000
12/13/2000
3/28/2001
6/28/2001
10/4/2001
1/9/2002
4/9/2002
6/20/2002
9/25/2002
12/19/2002
4/1/2003
6/26/2003
9/25/2003
1/6/2004
3/31/2004
