2598Q
LATEST_ANNOUNCEMENT_DT
6/4/1996
8/1/1996
11/1/1996
2/4/1997
6/3/1997
8/4/1997
11/3/1997
2/3/1998
6/2/1998
8/4/1998
11/3/1998
2/2/1999
