3527570Q
LATEST_ANNOUNCEMENT_DT
5/2/1996
7/30/1996
11/4/1996
3/5/1997
5/5/1997
7/30/1997
11/5/1997
2/25/1998
4/28/1998
7/29/1998
10/27/1998
2/24/1999
4/28/1999
7/28/1999
10/25/1999
2/23/2000
4/26/2000
7/31/2000
10/30/2000
2/26/2001
4/30/2001
7/30/2001
11/6/2001
3/7/2002
4/29/2002
7/29/2002
10/28/2002
2/24/2003
4/24/2003
7/23/2003
10/27/2003
3/2/2004
5/6/2004
8/3/2004
11/1/2004
3/31/2005
5/5/2005
8/1/2005
11/7/2005
3/13/2006
5/1/2006
7/31/2006
10/30/2006
2/27/2007
5/1/2007
7/31/2007
10/29/2007
2/26/2008
5/5/2008
7/30/2008
10/29/2008
