271804Q
LATEST_ANNOUNCEMENT_DT
11/30/1997
2/28/1998
5/31/1998
3/30/1999
6/29/1999
10/27/1999
1/11/2000
3/29/2000
7/6/2000
10/26/2000
1/10/2001
4/4/2001
