1074528D
LATEST_ANNOUNCEMENT_DT
10/21/1997
2/2/1998
4/21/1998
7/21/1998
10/20/1998
2/2/1999
4/21/1999
7/21/1999
10/18/1999
2/1/2000
4/19/2000
7/19/2000
10/23/2000
2/5/2001
4/24/2001
7/24/2001
10/25/2001
3/27/2002
4/29/2002
7/29/2002
11/4/2002
2/20/2003
4/29/2003
8/11/2003
10/27/2003
2/19/2004
5/4/2004
7/27/2004
11/1/2004
2/25/2005
5/2/2005
8/1/2005
10/27/2005
2/28/2006
4/27/2006
7/26/2006
10/26/2006
2/23/2007
4/26/2007
7/30/2007
10/30/2007
2/28/2008
4/29/2008
7/29/2008
10/30/2008
2/26/2009
4/28/2009
7/29/2009
10/27/2009
2/22/2010
4/29/2010
7/28/2010
10/27/2010
