4107485Q
LATEST_ANNOUNCEMENT_DT
4/29/1996
7/31/1996
10/28/1996
3/4/1997
5/9/1997
8/1/1997
11/3/1997
3/5/1998
4/30/1998
7/31/1998
11/10/1998
3/4/1999
5/7/1999
8/5/1999
11/3/1999
3/2/2000
5/4/2000
8/3/2000
11/6/2000
3/1/2001
5/3/2001
8/2/2001
11/1/2001
2/27/2002
5/2/2002
8/7/2002
11/7/2002
3/6/2003
5/5/2003
8/5/2003
11/6/2003
3/4/2004
5/6/2004
8/5/2004
11/4/2004
2/24/2005
5/5/2005
8/4/2005
11/3/2005
2/28/2006
5/4/2006
8/3/2006
11/2/2006
2/28/2007
5/1/2007
8/2/2007
11/1/2007
2/28/2008
5/7/2008
8/11/2008
11/6/2008
2/24/2009
5/5/2009
8/4/2009
11/2/2009
2/22/2010
5/3/2010
8/2/2010
