1384851D
LATEST_ANNOUNCEMENT_DT
8/9/2000
10/30/2000
1/29/2001
4/30/2001
7/30/2001
10/30/2001
1/30/2002
4/30/2002
7/30/2002
10/30/2002
1/28/2003
4/28/2003
8/19/2003
10/28/2003
1/28/2004
4/29/2004
7/29/2004
10/28/2004
1/31/2005
5/16/2005
8/1/2005
10/31/2005
2/1/2006
5/17/2006
8/2/2006
11/1/2006
1/31/2007
5/16/2007
8/1/2007
11/1/2007
2/4/2008
5/13/2008
8/5/2008
10/30/2008
2/4/2009
5/13/2009
7/30/2009
10/29/2009
2/3/2010
5/11/2010
8/5/2010
11/3/2010
1/27/2011
5/9/2011
8/2/2011
11/9/2011
2/7/2012
5/14/2012
8/7/2012
10/29/2012
