3306180Q
LATEST_ANNOUNCEMENT_DT
5/3/1996
8/2/1996
11/25/1996
2/4/1997
5/6/1997
8/5/1997
11/25/1997
2/3/1998
5/5/1998
8/4/1998
12/4/1998
2/11/1999
5/13/1999
8/10/1999
12/9/1999
2/10/2000
5/9/2000
8/10/2000
11/28/2000
2/13/2001
5/9/2001
8/9/2001
11/27/2001
2/5/2002
4/29/2002
7/25/2002
11/4/2002
2/14/2003
5/7/2003
8/12/2003
11/5/2003
1/28/2004
4/28/2004
7/28/2004
11/3/2004
1/27/2005
5/4/2005
8/3/2005
12/14/2005
2/9/2006
5/9/2006
8/9/2006
12/14/2006
2/9/2007
5/10/2007
