3372216Q
LATEST_ANNOUNCEMENT_DT
12/31/1996
4/9/1997
7/14/1997
10/15/1997
1/20/1998
4/20/1998
7/15/1998
10/9/1998
1/19/1999
4/13/1999
7/19/1999
10/19/1999
1/18/2000
4/19/2000
7/18/2000
10/17/2000
1/18/2001
4/17/2001
7/18/2001
10/15/2001
1/21/2002
4/15/2002
7/15/2002
10/10/2002
1/20/2003
4/21/2003
7/21/2003
10/20/2003
1/19/2004
4/19/2004
7/19/2004
10/18/2004
1/25/2005
4/25/2005
7/21/2005
10/24/2005
12/31/2005
3/31/2006
6/30/2006
9/30/2006
12/31/2006
3/31/2007
6/30/2007
9/30/2007
12/31/2007
3/31/2008
6/30/2008
9/30/2008
12/31/2008
3/31/2009
6/30/2009
9/30/2009
12/31/2009
3/31/2010
6/30/2010
9/30/2010
12/31/2010
3/31/2011
6/30/2011
9/30/2011
12/31/2011
3/31/2012
6/30/2012
9/30/2012
12/31/2012
3/31/2013
6/30/2013
9/30/2013
12/31/2013
3/31/2014
6/30/2014
9/30/2014
12/31/2014
3/31/2015
6/30/2015
9/30/2015
