1001179Q
LATEST_ANNOUNCEMENT_DT
8/1/1996
10/31/1996
2/10/1997
4/23/1997
7/22/1997
10/21/1997
2/25/1998
4/22/1998
7/16/1998
10/21/1998
3/2/1999
4/22/1999
7/28/1999
10/27/1999
2/10/2000
5/3/2000
7/26/2000
10/25/2000
2/8/2001
4/26/2001
7/26/2001
10/25/2001
2/5/2002
4/18/2002
7/18/2002
10/17/2002
1/30/2003
4/16/2003
7/16/2003
1/29/2004
4/19/2004
7/19/2004
10/18/2004
1/25/2005
4/20/2005
7/28/2005
10/20/2005
4/2/2007
5/14/2007
8/14/2006
11/14/2006
4/2/2007
5/14/2007
8/8/2007
11/2/2007
3/28/2008
5/15/2008
8/14/2008
11/5/2008
2/26/2009
5/15/2009
8/14/2009
11/13/2009
2/26/2010
5/12/2010
8/9/2010
11/10/2010
3/11/2011
5/13/2011
8/12/2011
11/14/2011
