0772374D
LATEST_ANNOUNCEMENT_DT
3/19/1996
6/25/1996
9/17/1996
12/17/1996
3/19/1997
6/23/1997
9/23/1997
12/16/1997
3/17/1998
6/23/1998
9/15/1998
12/15/1998
3/16/1999
6/22/1999
9/14/1999
12/14/1999
3/14/2000
6/20/2000
9/14/2000
12/13/2000
3/14/2001
6/20/2001
9/12/2001
12/12/2001
3/13/2002
6/20/2002
9/12/2002
12/12/2002
3/13/2003
6/24/2003
9/10/2003
12/11/2003
3/11/2004
6/24/2004
9/16/2004
12/16/2004
3/24/2005
6/30/2005
9/22/2005
