0891179D
LATEST_ANNOUNCEMENT_DT
1/24/1996
4/18/1996
7/23/1996
10/21/1996
1/22/1997
4/17/1997
7/23/1997
10/23/1997
1/28/1998
4/16/1998
7/21/1998
10/15/1998
1/20/1999
4/15/1999
7/27/1999
10/20/1999
1/20/2000
4/18/2000
7/19/2000
10/18/2000
1/23/2001
4/18/2001
7/18/2001
10/11/2001
1/24/2002
4/18/2002
7/16/2002
10/10/2002
1/21/2003
4/15/2003
7/17/2003
10/20/2003
1/22/2004
4/15/2004
7/20/2004
10/21/2004
2/4/2005
5/4/2005
7/26/2005
10/26/2005
1/31/2006
5/4/2006
7/28/2006
11/3/2006
2/9/2007
5/4/2007
7/31/2007
11/2/2007
1/28/2008
4/24/2008
7/24/2008
10/30/2008
1/27/2009
5/11/2009
8/7/2009
10/27/2009
2/1/2010
4/27/2010
7/26/2010
11/1/2010
1/27/2011
4/26/2011
7/26/2011
10/20/2011
1/31/2012
4/23/2012
7/24/2012
11/2/2012
1/28/2013
4/26/2013
7/26/2013
9/30/2013
