2784Q
LATEST_ANNOUNCEMENT_DT
4/24/1996
7/24/1996
10/21/1996
1/24/1997
4/18/1997
7/18/1997
10/16/1997
1/23/1998
4/17/1998
7/17/1998
10/19/1998
1/22/1999
4/15/1999
7/16/1999
10/18/1999
