3503846Q
LATEST_ANNOUNCEMENT_DT
4/11/1996
7/16/1996
10/16/1996
2/4/1997
4/16/1997
7/15/1997
10/13/1997
2/2/1998
4/15/1998
7/15/1998
10/14/1998
2/2/1999
4/19/1999
7/15/1999
10/18/1999
2/8/2000
4/19/2000
7/18/2000
10/12/2000
2/1/2001
4/23/2001
7/19/2001
10/18/2001
2/13/2002
4/18/2002
7/18/2002
10/29/2002
2/12/2003
4/24/2003
7/30/2003
10/22/2003
