922181Q
LATEST_ANNOUNCEMENT_DT
5/2/1996
8/1/1996
10/31/1996
2/11/1997
5/1/1997
7/31/1997
11/6/1997
2/19/1998
5/1/1998
7/17/1998
10/29/1998
3/5/1999
5/13/1999
8/3/1999
11/4/1999
3/29/2000
5/11/2000
8/10/2000
11/7/2000
3/22/2001
5/9/2001
8/8/2001
11/8/2001
3/13/2002
5/8/2002
8/8/2002
10/30/2002
2/27/2003
5/2/2003
8/12/2003
11/12/2003
3/3/2004
5/4/2004
