1256383D
LATEST_ANNOUNCEMENT_DT
4/30/1996
8/1/1996
10/29/1996
2/4/1997
4/29/1997
7/29/1997
10/28/1997
2/10/1998
4/30/1998
8/4/1998
11/3/1998
2/10/1999
5/6/1999
8/3/1999
11/2/1999
2/8/2000
5/1/2000
8/4/2000
