1312593D
LATEST_ANNOUNCEMENT_DT
4/30/1996
7/30/1996
10/29/1996
2/11/1997
4/29/1997
7/29/1997
10/28/1997
2/10/1998
4/28/1998
7/28/1998
10/27/1998
2/8/1999
5/4/1999
8/3/1999
11/2/1999
2/8/2000
5/2/2000
8/8/2000
10/31/2000
2/6/2001
5/1/2001
7/31/2001
10/30/2001
2/5/2002
4/30/2002
7/30/2002
10/29/2002
2/4/2003
4/29/2003
7/29/2003
10/28/2003
2/3/2004
5/4/2004
8/3/2004
11/2/2004
3/16/2005
5/3/2005
8/2/2005
11/1/2005
2/7/2006
5/2/2006
8/7/2006
11/7/2006
2/27/2007
5/8/2007
8/7/2007
11/6/2007
2/26/2008
5/5/2008
