0966147D
LATEST_ANNOUNCEMENT_DT
10/29/1996
2/4/1997
4/29/1997
7/29/1997
10/28/1997
2/10/1998
4/15/1998
7/22/1998
10/15/1998
2/2/1999
4/21/1999
7/20/1999
10/19/1999
1/25/2000
4/19/2000
7/19/2000
10/18/2000
1/24/2001
4/24/2001
7/26/2001
10/25/2001
1/24/2002
4/25/2002
7/25/2002
10/24/2002
1/23/2003
4/24/2003
7/23/2003
10/23/2003
1/22/2004
4/28/2004
7/28/2004
10/27/2004
1/27/2005
4/27/2005
7/27/2005
10/26/2005
1/25/2006
5/4/2006
7/27/2006
11/1/2006
2/2/2007
4/25/2007
7/25/2007
10/22/2007
