2740997Q
LATEST_ANNOUNCEMENT_DT
10/25/1999
2/16/2000
4/27/2000
7/24/2000
10/20/2000
2/19/2001
4/25/2001
7/24/2001
10/25/2001
2/14/2002
5/6/2002
7/30/2002
10/31/2002
2/12/2003
4/29/2003
7/31/2003
10/30/2003
2/17/2004
4/29/2004
7/29/2004
10/28/2004
3/4/2005
5/3/2005
8/1/2005
11/8/2005
