988518Q
LATEST_ANNOUNCEMENT_DT
5/6/1996
8/6/1996
10/30/1996
3/5/1997
5/5/1997
8/5/1997
11/5/1997
3/4/1998
5/4/1998
8/4/1998
11/3/1998
3/1/1999
5/3/1999
8/2/1999
11/1/1999
3/1/2000
5/1/2000
7/31/2000
11/2/2000
3/6/2001
5/1/2001
7/31/2001
10/30/2001
2/26/2002
4/30/2002
7/30/2002
10/30/2002
2/25/2003
4/29/2003
7/29/2003
10/28/2003
2/24/2004
4/27/2004
7/27/2004
10/26/2004
2/28/2005
5/4/2005
8/2/2005
11/1/2005
3/9/2006
