8227264Q
LATEST_ANNOUNCEMENT_DT
2/23/1999
5/20/1999
8/19/1999
11/5/1999
2/17/2000
5/10/2000
8/17/2000
11/16/2000
2/15/2001
5/17/2001
8/16/2001
11/15/2001
2/21/2002
5/16/2002
8/15/2002
11/21/2002
2/20/2003
5/22/2003
8/21/2003
11/20/2003
2/19/2004
5/20/2004
8/19/2004
11/18/2004
2/24/2005
5/19/2005
8/18/2005
11/21/2005
2/21/2006
9/14/2006
7/18/2007
9/14/2007
12/17/2007
4/21/2008
6/11/2008
9/12/2008
12/12/2008
5/1/2009
6/12/2009
9/11/2009
12/11/2009
4/29/2010
6/14/2010
9/14/2010
12/9/2010
5/2/2011
6/14/2011
9/14/2011
12/15/2011
4/30/2012
5/25/2012
9/14/2012
12/14/2012
3/29/2013
6/11/2013
8/30/2013
11/27/2013
