0696844D
LATEST_ANNOUNCEMENT_DT
5/16/1996
7/25/1996
10/22/1996
1/24/1997
5/15/1997
7/24/1997
10/23/1997
1/22/1998
5/14/1998
7/23/1998
10/22/1998
1/21/1999
5/13/1999
7/22/1999
10/21/1999
1/20/2000
5/11/2000
7/20/2000
10/20/2000
1/18/2001
6/29/2001
8/14/2001
11/13/2001
1/17/2002
5/23/2002
7/24/2002
10/24/2002
1/23/2003
5/22/2003
7/23/2003
