9895616Q
LATEST_ANNOUNCEMENT_DT
4/23/1996
7/23/1996
10/22/1996
1/21/1997
4/22/1997
7/22/1997
10/21/1997
1/27/1998
4/28/1998
7/28/1998
10/27/1998
1/26/1999
4/27/1999
7/27/1999
10/19/1999
1/25/2000
4/25/2000
7/18/2000
10/17/2000
1/23/2001
4/24/2001
7/17/2001
10/16/2001
1/22/2002
4/23/2002
7/16/2002
10/15/2002
1/21/2003
4/22/2003
7/15/2003
10/14/2003
1/27/2004
4/27/2004
7/20/2004
10/19/2004
1/25/2005
4/26/2005
7/26/2005
10/25/2005
1/24/2006
4/25/2006
7/25/2006
10/24/2006
2/15/2007
4/24/2007
7/24/2007
10/25/2007
