0877336D
LATEST_ANNOUNCEMENT_DT
4/10/1996
7/10/1996
10/9/1996
1/15/1997
4/9/1997
7/9/1997
10/15/1997
1/21/1998
4/13/1998
7/15/1998
10/14/1998
1/20/1999
4/14/1999
7/8/1999
10/13/1999
1/19/2000
4/6/2000
7/12/2000
10/11/2000
1/17/2001
4/10/2001
7/11/2001
10/10/2001
1/23/2002
4/16/2002
7/17/2002
10/16/2002
1/29/2003
4/15/2003
7/16/2003
10/22/2003
1/21/2004
4/29/2004
8/9/2004
11/9/2004
3/29/2005
5/10/2005
