602293Q
LATEST_ANNOUNCEMENT_DT
4/17/1996
7/17/1996
10/16/1996
2/4/1997
4/16/1997
7/16/1997
10/14/1997
2/5/1998
4/23/1998
7/21/1998
10/20/1998
2/3/1999
4/20/1999
7/20/1999
10/19/1999
2/2/2000
4/19/2000
7/19/2000
10/18/2000
